dataset_model,sample_index,image_id,target_id,change_types,epsilon,bbox_threshold,pmean_threshold,margin_threshold,old_cci_region,new_cci_region,old_wf_region,new_wf_region,old_mean_region,new_mean_region,old_max_0_1_region,new_max_0_1_region,old_feasible_set_size,new_feasible_set_size,old_A,new_A,old_Aplus,new_Aplus,old_B,new_B,old_C0,new_C0,old_C1,new_C1,old_C2,new_C2,old_repair,new_repair,old_cci_bbox_precision,new_cci_bbox_precision,old_cci_pmean_norm,new_cci_pmean_norm,old_cci_margin_norm,new_cci_margin_norm,old_cci_target_drop_raw,new_cci_target_drop_raw,old_cci_target_drop_norm,new_cci_target_drop_norm,old_candidate_selection_target,new_candidate_selection_target,old_candidate_selection_mean_foil,new_candidate_selection_mean_foil,old_candidate_selection_max_foil,new_candidate_selection_max_foil,old_candidate_eval_margin_norm,new_candidate_eval_margin_norm,old_candidate_eval_pmean_norm,new_candidate_eval_pmean_norm,old_candidate_eval_target_drop_raw,new_candidate_eval_target_drop_raw,old_candidate_eval_target_drop_norm,new_candidate_eval_target_drop_norm,old_candidate_bbox_precision,new_candidate_bbox_precision
voc2007_openai_b32,1118,2189,diningtable,cci_region;wf_region;mean_region;max_0_1_region;B;C1,0.02,0.5,0.0,0.0,3,7,3,7,3,7,3,7,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.6666666865348816,0.800000011920929,0.7502056360244751,1.049574004829322,-0.6998988389968872,0.59331014752388,0.789712131023407,0.9411184191703796,0.8006503582000732,0.9541537761688232,"[-0.9326688051223755,-0.24916136264801025,0.1690678894519806,0.8592050075531006,-0.5410342216491699,0.47244834899902344,-0.7798007130622864,0.5626307725906372]","[-0.9326715469360352,-0.24916426837444305,0.16906502842903137,0.8592021465301514,-0.5088440775871277,-0.54103684425354,-0.24934014678001404,0.9961526393890381]","[-0.32562848925590515,0.2232314646244049,-0.19720348715782166,-0.14725275337696075,-1.0355641841888428,-0.1220087856054306,0.04523320496082306,-0.11913833767175674]","[-0.32562994956970215,0.22322995960712433,-0.19720499217510223,-0.1472543627023697,0.06551756709814072,-1.035565972328186,-0.1503237932920456,-0.20457246899604797]","[0.17575772106647491,0.5659304857254028,-0.018367115408182144,1.6762936115264893,-0.006520166527479887,0.3987528085708618,0.4409681558609009,0.08473038673400879]","[0.1757582575082779,0.5659247636795044,-0.018367744982242584,1.6762923002243042,0.40479692816734314,-0.0065209828317165375,0.0028500203043222427,0.3915868401527405]","[-1.1119273900985718,-0.5414621233940125,0.17025800049304962,-0.6998988389968872,-0.40275442600250244,0.10624274611473083,-1.0385408401489258,0.39550381898880005]","[-1.1119254305958748,-0.5414593368768692,0.17025833576917648,-0.6999000906944275,-0.8192603588104248,-0.4027557224035263,-0.27617551386356354,0.59331014752388]","[-0.6614465713500977,-0.26104089617729187,0.3162572979927063,0.7502056360244751,0.5439518690109253,0.4959605634212494,-0.676995575428009,0.5967881679534912]","[-0.661446747811217,-0.2610411535164243,0.316257095160453,0.7502053945423349,-0.47229117047237723,0.5439517987818506,-0.0711070965779455,1.049574004829322]","[-1.117323875427246,0.04792245477437973,0.15437515079975128,0.789712131023407,-0.22443905472755432,0.4868299663066864,-0.7525017857551575,0.4741460084915161]","[-1.1173261404037476,0.04792017117142677,0.15437297523021698,0.7897098064422607,-0.4958336055278778,-0.224441260099411,-0.19125957787036896,0.9411184191703796]","[-1.1327998638153076,0.048586223274469376,0.15651339292526245,0.8006503582000732,-0.22754773497581482,0.49357300996780396,-0.7629246115684509,0.4807133674621582]","[-1.132802128791809,0.04858390986919403,0.15651118755340576,0.800648033618927,-0.5027013421058655,-0.2275499701499939,-0.19390869140625,0.9541537761688232]","[0.06666667014360428,0.2857142984867096,1.0,0.6666666865348816,0.0,1.0,1.0,0.5]","[0.06666667014360428,0.2857142984867096,1.0,0.6666666865348816,1.0,0.0,1.0,0.800000011920929]"
