status,dataset,model,sample_index,image_id,path,target_id,target_name,distractor_id,distractor_name,cci_region,wf_region,mean_region,max_0_1_region,feasible_set_size,candidate_selection_target,candidate_selection_mean_foil,candidate_selection_max_foil,candidate_eval_margin_norm,candidate_eval_pmean_norm,candidate_eval_target_drop_raw,candidate_eval_target_drop_norm,candidate_bbox_precision,cci_margin_norm,cci_pmean_norm,cci_target_drop_raw,cci_target_drop_norm,cci_bbox_precision,wf_margin_norm,wf_pmean_norm,wf_target_drop_raw,wf_target_drop_norm,wf_bbox_precision,mean_margin_norm,mean_pmean_norm,mean_target_drop_raw,mean_target_drop_norm,mean_bbox_precision,max_0_1_margin_norm,max_0_1_pmean_norm,max_0_1_target_drop_raw,max_0_1_target_drop_norm,max_0_1_bbox_precision
local_rerun,coco,openai_b32,0,490567,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000490567.jpg,70,toilet,81,sink,1,1,1,1,1,"[-1.0525623559951782,0.6029319763183594,-1.5599279403686523,-1.4648818969726562,-0.09813642501831055,0.028399711474776268,0.13296222686767578,-0.0414661169052124]","[-0.2889213562011719,0.3396551012992859,-1.1158301830291748,-1.0881061553955078,0.16961531341075897,0.04682455211877823,-0.10173338651657104,-0.45650872588157654]","[0.22560103237628937,0.9342780113220215,0.0023423696402460337,-0.4063274562358856,0.9756914377212524,0.48731425404548645,0.21752634644508362,0.4787043631076813]","[-1.205767035484314,-0.27775469422340393,-1.446055293083191,-0.9451415538787842,-0.9024105072021484,-0.44033995270729065,-0.07295460999011993,-0.4545309841632843]","[-0.67397141456604,0.23394636809825897,-0.40008312463760376,-0.3037242889404297,-0.26687729358673096,0.011826330795884132,0.2310568392276764,0.3557455241680145]","[-0.8470045924186707,0.3718051612377167,-1.2513439655303955,-1.1333428621292114,-0.2180815190076828,-0.028704263269901276,0.12842319905757904,-0.09288816899061203]","[-0.8579155206680298,0.3765946924686432,-1.2674635648727417,-1.147942304611206,-0.2208908051252365,-0.02907402627170086,0.13007752597332,-0.094084732234478]","[0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.375]",-0.27775469422340393,0.23394636809825897,0.3718051612377167,0.3765946924686432,0.1666666716337204,-0.27775469422340393,0.23394636809825897,0.3718051612377167,0.3765946924686432,0.1666666716337204,-0.27775469422340393,0.23394636809825897,0.3718051612377167,0.3765946924686432,0.1666666716337204,-0.27775469422340393,0.23394636809825897,0.3718051612377167,0.3765946924686432,0.1666666716337204
local_rerun,coco,openai_b32,1,283217,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000283217.jpg,1,person,28,umbrella,4,4,4,4,1,"[-1.3361207246780396,-0.03670608997344971,-0.5978623032569885,-0.12114230543375015,0.08991901576519012,-0.4996078610420227,-1.2972540855407715,-0.7278106212615967]","[-0.6274036169052124,-0.13226741552352905,-0.4456130862236023,-0.12107805907726288,0.006472513545304537,-0.451783686876297,-1.168176531791687,-0.34041640162467957]","[0.27365151047706604,0.778188169002533,0.9633356332778931,0.7684298157691956,1.1735666990280151,0.4510089159011841,0.5788712501525879,2.100069999694824]","[-1.2221925258636475,-0.9107310175895691,-1.2023844718933105,-0.8575195074081421,-0.818610668182373,-0.8932969570159912,-1.5516380071640015,-2.5043344497680664]","[-0.41731762886047363,0.014954790472984314,0.006701648235321045,-0.07012499123811722,0.254615843296051,-0.049704521894454956,-0.05583930015563965,-0.3939216732978821]","[-1.09552800655365,-0.13257335126399994,-0.35968539118766785,-0.1349032074213028,0.20285911858081818,-0.45121628046035767,-1.3154116868972778,-0.5476102828979492]","[-1.1141760349273682,-0.13483001291751862,-0.3658079504966736,-0.1371995359659195,0.2063121795654297,-0.4588968753814697,-1.3378026485443115,-0.556931734085083]","[0.0,0.09090909361839294,0.0,0.0,0.20000000298023224,0.3333333432674408,0.8999999761581421,0.0]",-0.818610668182373,0.254615843296051,0.20285911858081818,0.2063121795654297,0.20000000298023224,-0.818610668182373,0.254615843296051,0.20285911858081818,0.2063121795654297,0.20000000298023224,-0.818610668182373,0.254615843296051,0.20285911858081818,0.2063121795654297,0.20000000298023224,-0.818610668182373,0.254615843296051,0.20285911858081818,0.2063121795654297,0.20000000298023224
