sample_index,image_id,wf_minus_mean_margin_norm,wf_minus_mean_target_drop_raw,wf_minus_mean_target_drop_norm,wf_minus_mean_bbox_precision
641,4811,0.0,0.0,0.0,0.0
642,9511,0.0,0.0,0.0,0.0
643,1735,0.0,0.0,0.0,0.0
644,9380,0.0,0.0,0.0,0.0
645,3867,0.0,0.0,0.0,0.0
646,6567,0.0,0.0,0.0,0.0
647,2748,0.0,0.0,0.0,0.0
648,8666,0.0,0.0,0.0,0.0
649,5677,0.0,0.0,0.0,0.0
650,271,0.0,0.0,0.0,0.0
651,4179,0.0,0.0,0.0,0.0
652,9201,0.0,0.0,0.0,0.0
653,883,0.0,0.0,0.0,0.0
654,7766,0.0,0.0,0.0,0.0
655,4319,0.0,0.0,0.0,0.0
656,7532,0.0,0.0,0.0,0.0
657,155,0.0,0.0,0.0,0.0
658,9521,0.0,0.0,0.0,0.0
659,9722,0.0,0.0,0.0,0.0
660,14,0.0,0.0,0.0,0.0
661,4932,0.0,0.0,0.0,0.0
662,2133,0.0,0.0,0.0,0.0
663,4731,0.0,0.0,0.0,0.0
664,6113,0.0,0.0,0.0,0.0
665,2242,0.0,0.0,0.0,0.0
666,1238,0.0,0.0,0.0,0.0
667,8922,0.0,0.0,0.0,0.0
668,2119,0.0,0.0,0.0,0.0
669,2951,0.0,0.0,0.0,0.0
670,7137,0.0,0.0,0.0,0.0
671,3810,0.0,0.0,0.0,0.0
672,4006,0.0,0.0,0.0,0.0
673,9204,0.0,0.0,0.0,0.0
674,2402,0.0,0.0,0.0,0.0
675,3016,0.0,0.0,0.0,0.0
676,9525,0.0,0.0,0.0,0.0
677,5638,0.0,0.0,0.0,0.0
678,8205,0.0,0.0,0.0,0.0
679,5763,0.0,0.0,0.0,0.0
680,6982,0.0,0.0,0.0,0.0
681,4412,0.0,0.0,0.0,0.0
682,562,0.0,0.0,0.0,0.0
683,1891,0.0,0.0,0.0,0.0
684,2743,0.0,0.0,0.0,0.0
685,3944,0.0,0.0,0.0,0.0
686,1914,0.0,0.0,0.0,0.0
687,6798,0.0,0.0,0.0,0.0
688,6273,0.0,0.0,0.0,0.0
689,447,0.0,0.0,0.0,0.0
690,4309,0.0,0.0,0.0,0.0
691,2806,0.0,0.0,0.0,0.0
692,798,0.0,0.0,0.0,0.0
693,5375,0.0,0.0,0.0,0.0
694,2223,0.0,0.0,0.0,0.0
695,2283,0.0,0.0,0.0,0.0
696,8882,0.0,0.0,0.0,0.0
697,3819,0.0,0.0,0.0,0.0
698,4417,0.0,0.0,0.0,0.0
699,5709,0.0,0.0,0.0,0.0
700,137,0.0,0.0,0.0,0.0
701,1099,0.0,0.0,0.0,0.0
702,2964,0.0,0.0,0.0,0.0
703,2538,0.0,0.0,0.0,0.0
704,8751,0.0,0.0,0.0,0.0
705,2604,0.0,0.0,0.0,0.0
706,9028,0.0,0.0,0.0,0.0
707,1720,0.0,0.0,0.0,0.0
708,8761,0.0,0.0,0.0,0.0
709,7393,0.0,0.0,0.0,0.0
710,7739,0.0,0.0,0.0,0.0
711,7882,0.0,0.0,0.0,0.0
712,4573,0.0,0.0,0.0,0.0
713,587,0.0,0.0,0.0,0.0
714,7509,0.0,0.0,0.0,0.0
715,3434,0.0,0.0,0.0,0.0
716,3041,0.0,0.0,0.0,0.0
717,858,0.0,0.0,0.0,0.0
718,1075,0.0,0.0,0.0,0.0
719,9663,0.0,0.0,0.0,0.0
720,9263,0.0,0.0,0.0,0.0
721,9008,0.0,0.0,0.0,0.0
722,9013,0.0,0.0,0.0,0.0
723,3569,0.0,0.0,0.0,0.0
724,3276,0.0,0.0,0.0,0.0
725,3601,0.0,0.0,0.0,0.0
726,2121,0.0,0.0,0.0,0.0
727,3978,0.0,0.0,0.0,0.0
728,2955,0.0,0.0,0.0,0.0
729,5287,0.0,0.0,0.0,0.0
730,1228,0.0,0.0,0.0,0.0
731,7929,0.0,0.0,0.0,0.0
732,4180,0.0,0.0,0.0,0.0
733,652,0.00716787576675415,-0.16924124956130981,-0.172122061252594,0.0
734,3249,0.0,0.0,0.0,0.0
735,7747,0.0,0.0,0.0,0.0
736,7347,0.0,0.0,0.0,0.0
737,1155,0.0,0.0,0.0,0.0
738,9782,0.0,0.0,0.0,0.0
739,7339,0.0,0.0,0.0,0.0
740,1516,0.0,0.0,0.0,0.0
741,9928,0.0,0.0,0.0,0.0
742,9631,0.0,0.0,0.0,0.0
743,6431,0.0,0.0,0.0,0.0
744,4305,0.0,0.0,0.0,0.0
745,507,0.0,0.0,0.0,0.0
746,8407,0.0,0.0,0.0,0.0
747,4294,0.0,0.0,0.0,0.0
748,641,0.0,0.0,0.0,0.0
749,6317,0.0,0.0,0.0,0.0
750,7051,0.0,0.0,0.0,0.0
751,6686,0.0,0.0,0.0,0.0
752,9376,0.0,0.0,0.0,0.0
753,5232,0.0,0.0,0.0,0.0
754,510,0.0,0.0,0.0,0.0
755,4449,0.0,0.0,0.0,0.0
756,1728,0.0,0.0,0.0,0.0
757,1715,0.0,0.0,0.0,0.0
758,1811,0.0,0.0,0.0,0.0
759,3328,0.0,0.0,0.0,0.0
760,5722,0.0,0.0,0.0,0.0
761,4098,0.0,0.0,0.0,0.0
762,1167,0.0,0.0,0.0,0.0
763,9134,0.0,0.0,0.0,0.0
764,1086,0.0,0.0,0.0,0.0
765,7500,0.0,0.0,0.0,0.0
766,1998,0.0,0.0,0.0,0.0
767,2111,0.0,0.0,0.0,0.0
768,217,0.0,0.0,0.0,0.0
769,2888,0.0,0.0,0.0,0.0
770,1823,0.0,0.0,0.0,0.0
771,9010,0.0,0.0,0.0,0.0
772,9143,0.0,0.0,0.0,0.0
773,4629,0.0,0.0,0.0,0.0
774,8192,0.0,0.0,0.0,0.0
775,7028,0.0,0.0,0.0,0.0
776,205,0.0,0.0,0.0,0.0
777,3232,0.0,0.0,0.0,0.0
778,1134,0.0,0.0,0.0,0.0
779,8104,0.0,0.0,0.0,0.0
780,2768,0.0,0.0,0.0,0.0
781,504,0.0,0.0,0.0,0.0
782,7178,0.0,0.0,0.0,0.0
783,4249,0.0,0.0,0.0,0.0
784,1039,0.0,0.0,0.0,0.0
785,9606,0.0,0.0,0.0,0.0
786,2874,0.0,0.0,0.0,0.0
787,1619,0.0,0.0,0.0,0.0
788,9237,0.0,0.0,0.0,0.0
789,924,0.0,0.0,0.0,0.0
790,7321,0.0,0.0,0.0,0.0
791,6361,0.0,0.0,0.0,0.0
792,2703,0.0,0.0,0.0,0.0
793,1620,0.0,0.0,0.0,0.0
794,3220,0.0,0.0,0.0,0.0
795,839,0.0,0.0,0.0,0.0
796,6060,0.0,0.0,0.0,0.0
797,6274,0.0,0.0,0.0,0.0
798,2159,0.0,0.0,0.0,0.0
799,1992,0.0,0.0,0.0,0.0
800,1307,0.0,0.0,0.0,0.0
801,7176,0.0,0.0,0.0,0.0
802,4422,0.0,0.0,0.0,0.0
803,4245,0.0,0.0,0.0,0.0
804,743,0.0,0.0,0.0,0.0
805,38,0.0,0.0,0.0,0.0
806,9895,0.0,0.0,0.0,0.0
807,2511,0.0,0.0,0.0,0.0
808,1256,0.0,0.0,0.0,0.0
809,536,0.0,0.0,0.0,0.0
810,9674,0.0,0.0,0.0,0.0
811,6056,0.0,0.0,0.0,0.0
812,3670,0.0,0.0,0.0,0.0
813,5250,0.0,0.0,0.0,0.0
814,5943,0.0,0.0,0.0,0.0
815,6334,0.0,0.0,0.0,0.0
816,6407,0.0,0.0,0.0,0.0
817,4068,0.0,0.0,0.0,0.0
818,5140,0.0,0.0,0.0,0.0
819,942,0.0,0.0,0.0,0.0
820,9696,0.0,0.0,0.0,0.0
821,9660,0.0,0.0,0.0,0.0
822,3643,0.0,0.0,0.0,0.0
823,258,0.0,0.0,0.0,0.0
824,6307,0.0,0.0,0.0,0.0
825,90,0.0,0.0,0.0,0.0
826,8603,0.0,0.0,0.0,0.0
827,7945,0.0,0.0,0.0,0.0
828,7913,0.0,0.0,0.0,0.0
829,3734,0.0,0.0,0.0,0.0
830,4393,0.0,0.0,0.0,0.0
831,456,0.0,0.0,0.0,0.0
832,9806,0.0,0.0,0.0,0.0
833,181,0.0,0.0,0.0,0.0
834,5925,0.0,0.0,0.0,0.0
835,5597,-0.08158318698406221,0.039546459913253784,0.040094226598739624,0.0
836,1769,0.0,0.0,0.0,0.0
837,9850,0.0,0.0,0.0,0.0
838,2756,0.0,0.0,0.0,0.0
839,3976,0.0,0.0,0.0,0.0
840,6081,0.0,0.0,0.0,0.0
841,6826,0.0,0.0,0.0,0.0
842,280,0.0,0.0,0.0,0.0
843,3553,0.0,0.0,0.0,0.0
844,8325,0.0,0.0,0.0,0.0
845,1534,0.0,0.0,0.0,0.0
846,8219,0.0,0.0,0.0,0.0
847,5316,0.0,0.0,0.0,0.0
848,4173,0.0,0.0,0.0,0.0
849,9798,0.0,0.0,0.0,0.0
850,2909,0.0,0.0,0.0,0.0
851,8314,0.0,0.0,0.0,0.0
852,1080,0.0,0.0,0.0,0.0
853,9901,0.0,0.0,0.0,0.0
854,7134,0.0,0.0,0.0,0.0
855,1770,0.0,0.0,0.0,0.0
856,2455,0.0,0.0,0.0,0.0
857,9595,0.0,0.0,0.0,0.0
858,4366,0.0,0.0,0.0,0.0
859,5907,0.0,0.0,0.0,0.0
860,9547,0.0,0.0,0.0,0.0
861,8156,0.0,0.0,0.0,0.0
862,5362,0.0,0.0,0.0,0.0
863,1357,0.0,0.0,0.0,0.0
864,584,0.0,0.0,0.0,0.0
865,8230,0.0,0.0,0.0,0.0
866,6142,0.0,0.0,0.0,0.0
867,9367,0.0,0.0,0.0,0.0
868,762,0.0,0.0,0.0,0.0
869,4523,0.0,0.0,0.0,0.0
870,2705,0.0,0.0,0.0,0.0
871,8102,0.0,0.0,0.0,0.0
872,9384,0.0,0.0,0.0,0.0
873,3538,0.0,0.0,0.0,0.0
874,9728,0.0,0.0,0.0,0.0
875,5610,0.0,0.0,0.0,0.0
876,127,0.0,0.0,0.0,0.0
877,6137,0.0,0.0,0.0,0.0
878,9534,0.0,0.0,0.0,0.0
879,7415,0.0,0.0,0.0,0.0
880,5041,0.0,0.0,0.0,0.0
881,453,0.0,0.0,0.0,0.0
882,9452,0.0,0.0,0.0,0.0
883,7564,0.0,0.0,0.0,0.0
884,5498,0.0,0.0,0.0,0.0
885,8804,0.0,0.0,0.0,0.0
886,5513,0.0,0.0,0.0,0.0
887,6126,0.0,0.0,0.0,0.0
888,7005,0.0,0.0,0.0,0.0
889,3592,0.0,0.0,0.0,0.0
890,3742,0.0,0.0,0.0,0.0
891,9075,0.0,0.0,0.0,0.0
892,7400,0.0,0.0,0.0,0.0
893,4297,0.0,0.0,0.0,0.0
894,4116,0.0,0.0,0.0,0.0
895,4892,0.0,0.0,0.0,0.0
896,8597,0.0,0.0,0.0,0.0
897,7591,0.0,0.0,0.0,0.0
898,319,0.0,0.0,0.0,0.0
899,9768,0.0,0.0,0.0,0.0
900,1407,0.0,0.0,0.0,0.0
901,2780,0.0,0.0,0.0,0.0
902,5494,0.0,0.0,0.0,0.0
903,7000,0.0,0.0,0.0,0.0
904,5678,0.0,0.0,0.0,0.0
905,7307,0.0,0.0,0.0,0.0
906,2229,0.0,0.0,0.0,0.0
907,6426,0.0,0.0,0.0,0.0
908,9012,0.0,0.0,0.0,0.0
909,2298,0.0,0.0,0.0,0.0
910,4053,0.0,0.0,0.0,0.0
911,8574,0.0,0.0,0.0,0.0
912,1489,0.0,0.0,0.0,0.0
913,1802,0.0,0.0,0.0,0.0
914,6195,0.0,0.0,0.0,0.0
915,744,0.0,0.0,0.0,0.0
916,3853,0.0,0.0,0.0,0.0
917,3022,0.0,0.0,0.0,0.0
918,4703,0.0,0.0,0.0,0.0
919,1988,0.0,0.0,0.0,0.0
920,7320,0.0,0.0,0.0,0.0
921,6490,0.0,0.0,0.0,0.0
922,7354,0.0,0.0,0.0,0.0
923,9044,0.0,0.0,0.0,0.0
924,128,0.0,0.0,0.0,0.0
925,393,0.0,0.0,0.0,0.0
926,8249,0.0,0.0,0.0,0.0
927,1411,0.0,0.0,0.0,0.0
928,6086,0.0,0.0,0.0,0.0
929,9890,0.0,0.0,0.0,0.0
930,4381,0.0,0.0,0.0,0.0
931,8711,0.0,0.0,0.0,0.0
932,4807,0.0,0.0,0.0,0.0
933,8625,-0.029150754213333088,-0.05889260768890381,-0.06013178825378418,-0.1428571492433548
934,8480,0.0,0.0,0.0,0.0
935,3341,0.0,0.0,0.0,0.0
936,237,0.0,0.0,0.0,0.0
937,1366,0.0,0.0,0.0,0.0
938,7391,0.0,0.0,0.0,0.0
939,9715,0.0,0.0,0.0,0.0
940,3502,0.0,0.0,0.0,0.0
941,1394,0.0,0.0,0.0,0.0
942,8276,0.0,0.0,0.0,0.0
943,2808,0.0,0.0,0.0,0.0
944,485,0.0,0.0,0.0,0.0
945,5473,0.0,0.0,0.0,0.0
946,8669,0.0,0.0,0.0,0.0
947,2314,0.0,0.0,0.0,0.0
948,2379,0.0,0.0,0.0,0.0
949,9498,0.0,0.0,0.0,0.0
950,8455,0.0,0.0,0.0,0.0
951,5151,0.0,0.0,0.0,0.0
952,4744,0.0,0.0,0.0,0.0
953,201,0.0,0.0,0.0,0.0
954,8803,0.0,0.0,0.0,0.0
955,1412,0.0,0.0,0.0,0.0
956,3503,0.0,0.0,0.0,0.0
957,7896,0.0,0.0,0.0,0.0
958,6169,0.0,0.0,0.0,0.0
959,7978,0.0,0.0,0.0,0.0
960,9601,0.0,0.0,0.0,0.0
961,2531,0.0,0.0,0.0,0.0
962,9274,0.0,0.0,0.0,0.0
963,7832,0.0,0.0,0.0,0.0
964,9630,0.0,0.0,0.0,0.0
965,7268,0.0,0.0,0.0,0.0
966,4443,0.0,0.0,0.0,0.0
967,2040,0.0,0.0,0.0,0.0
968,6016,0.0,0.0,0.0,0.0
969,4844,0.0,0.0,0.0,0.0
970,6380,0.0,0.0,0.0,0.0
971,6767,0.0,0.0,0.0,0.0
972,4698,0.0,0.0,0.0,0.0
973,1459,0.0,0.0,0.0,0.0
974,421,0.0,0.0,0.0,0.0
975,2463,0.0,0.0,0.0,0.0
976,1031,0.0,0.0,0.0,0.0
977,6376,0.0,0.0,0.0,0.0
978,5804,0.0,0.0,0.0,0.0
979,2674,0.0,0.0,0.0,0.0
980,8583,0.0,0.0,0.0,0.0
981,7235,0.0,0.0,0.0,0.0
982,3309,0.0,0.0,0.0,0.0
983,3520,0.0,0.0,0.0,0.0
984,5941,0.0,0.0,0.0,0.0
985,6527,0.0,0.0,0.0,0.0
986,4822,0.0,0.0,0.0,0.0
987,5612,0.0,0.0,0.0,0.0
988,2016,0.0,0.0,0.0,0.0
989,9803,0.0,0.0,0.0,0.0
990,696,0.0,0.0,0.0,0.0
991,8758,0.0,0.0,0.0,0.0
992,3531,0.0,0.0,0.0,0.0
993,8158,0.0,0.0,0.0,0.0
994,3541,0.0,0.0,0.0,0.0
995,4589,0.0,0.0,0.0,0.0
996,6384,0.0,0.0,0.0,0.0
997,1319,0.0,0.0,0.0,0.0
998,105,0.0,0.0,0.0,0.0
999,8642,0.0,0.0,0.0,0.0
1000,9514,0.0,0.0,0.0,0.0
1001,4769,0.0,0.0,0.0,0.0
1002,1438,0.0,0.0,0.0,0.0
1003,1037,0.0,0.0,0.0,0.0
1004,3346,0.0,0.0,0.0,0.0
1005,3677,0.0,0.0,0.0,0.0
1006,8047,0.0,0.0,0.0,0.0
1007,8671,0.0,0.0,0.0,0.0
1008,7342,0.0,0.0,0.0,0.0
1009,4208,0.0,0.0,0.0,0.0
1010,4590,0.0,0.0,0.0,0.0
1011,4720,0.0,0.0,0.0,0.0
1012,7992,0.0,0.0,0.0,0.0
1013,2746,0.0,0.0,0.0,0.0
1014,3619,0.0,0.0,0.0,0.0
1015,6873,0.0,0.0,0.0,0.0
1016,8217,0.0,0.0,0.0,0.0
1017,8845,0.0,0.0,0.0,0.0
1018,9914,0.0,0.0,0.0,0.0
1019,1183,0.0,0.0,0.0,0.0
1020,7085,0.0,0.0,0.0,0.0
1021,2750,0.0,0.0,0.0,0.0
1022,907,0.0,0.0,0.0,0.0
1023,2141,0.0,0.0,0.0,0.0
1024,7310,0.0,0.0,0.0,0.0
1025,3829,-0.0077971108257770955,-0.0497159250080584,-0.0504380203783512,0.0
1026,6257,0.0,0.0,0.0,0.0
1027,4855,0.0,0.0,0.0,0.0
1028,623,0.0,0.0,0.0,0.0
1029,7944,0.0,0.0,0.0,0.0
1030,9847,0.0,0.0,0.0,0.0
1031,2708,0.0,0.0,0.0,0.0
1032,5197,0.0,0.0,0.0,0.0
1033,5942,0.0,0.0,0.0,0.0
1034,7324,0.0,0.0,0.0,0.0
1035,1338,0.0,0.0,0.0,0.0
1036,7203,0.0,0.0,0.0,0.0
1037,7839,0.0,0.0,0.0,0.0
1038,6359,0.0,0.0,0.0,0.0
1039,8719,0.0,0.0,0.0,0.0
1040,7801,0.0,0.0,0.0,0.0
1041,7317,0.0,0.0,0.0,0.0
1042,4418,0.0,0.0,0.0,0.0
1043,5725,0.0,0.0,0.0,0.0
1044,9564,0.0,0.0,0.0,0.0
1045,9739,0.0,0.0,0.0,0.0
1046,3319,0.0,0.0,0.0,0.0
1047,4414,0.0,0.0,0.0,0.0
1048,1942,0.0,0.0,0.0,0.0
1049,4311,0.0,0.0,0.0,0.0
1050,1935,0.0,0.0,0.0,0.0
1051,604,0.0,0.0,0.0,0.0
1052,629,0.0,0.0,0.0,0.0
1053,6662,0.0,0.0,0.0,0.0
1054,9705,0.0,0.0,0.0,0.0
1055,9092,0.0,0.0,0.0,0.0
1056,239,0.0,0.0,0.0,0.0
1057,2620,0.0,0.0,0.0,0.0
1058,2920,0.0,0.0,0.0,0.0
1059,8820,0.0,0.0,0.0,0.0
1060,7972,0.0,0.0,0.0,0.0
1061,5482,0.0,0.0,0.0,0.0
1062,9067,0.0,0.0,0.0,0.0
1063,7780,0.0,0.0,0.0,0.0
1064,5842,0.0,0.0,0.0,0.0
1065,7406,0.0,0.0,0.0,0.0
1066,1076,0.0,0.0,0.0,0.0
1067,979,0.0,0.0,0.0,0.0
1068,6743,0.0,0.0,0.0,0.0
1069,5261,0.0,0.0,0.0,0.0
1070,6721,0.0,0.0,0.0,0.0
1071,9583,0.0,0.0,0.0,0.0
1072,7281,0.0,0.0,0.0,0.0
1073,7447,0.0,0.0,0.0,0.0
1074,2026,0.0,0.0,0.0,0.0
1075,1276,0.0,0.0,0.0,0.0
1076,2819,0.0,0.0,0.0,0.0
1077,3050,0.0,0.0,0.0,0.0
1078,8201,0.0,0.0,0.0,0.0
1079,1839,0.0,0.0,0.0,0.0
1080,8257,0.0,0.0,0.0,0.0
1081,2656,0.0,0.0,0.0,0.0
1082,4276,0.0,0.0,0.0,0.0
1083,9355,0.0,0.0,0.0,0.0
1084,3737,0.0,0.0,0.0,0.0
1085,1705,0.0,0.0,0.0,0.0
1086,2035,0.0,0.0,0.0,0.0
1087,4819,0.0,0.0,0.0,0.0
1088,6624,0.0,0.0,0.0,0.0
1089,452,0.0,0.0,0.0,0.0
1090,5847,0.0,0.0,0.0,0.0
1091,8520,0.0,0.0,0.0,0.0
1092,8000,0.0,0.0,0.0,0.0
1093,7660,0.0,0.0,0.0,0.0
1094,1358,0.0,0.0,0.0,0.0
1095,9937,0.0,0.0,0.0,0.0
1096,5712,0.0,0.0,0.0,0.0
1097,2297,0.0,0.0,0.0,0.0
1098,4923,0.0,0.0,0.0,0.0
1099,9052,0.0,0.0,0.0,0.0
1100,6964,0.0,0.0,0.0,0.0
1101,3305,0.0,0.0,0.0,0.0
1102,9304,-0.0626198500394822,0.01909530162811282,0.019407644867897117,0.2857142686843872
1103,7806,0.0,0.0,0.0,0.0
1104,7476,0.0,0.0,0.0,0.0
1105,1709,0.0,0.0,0.0,0.0
1106,2790,0.0,0.0,0.0,0.0
1107,2398,0.0,0.0,0.0,0.0
1108,8605,0.0,0.0,0.0,0.0
1109,2149,0.1749417632818222,-0.006453827023506109,-0.006543651223182678,0.0
1110,1222,0.0,0.0,0.0,0.0
1111,6297,0.0,0.0,0.0,0.0
1112,7750,0.0,0.0,0.0,0.0
1113,1748,0.0,0.0,0.0,0.0
1114,594,0.0,0.0,0.0,0.0
1115,9535,0.0,0.0,0.0,0.0
1116,7110,0.0,0.0,0.0,0.0
1117,1868,0.0,0.0,0.0,0.0
1118,2189,0.0,0.0,0.0,0.0
1119,6292,0.0,0.0,0.0,0.0
1120,6894,0.0,0.0,0.0,0.0
1121,1961,0.0,0.0,0.0,0.0
1122,5442,0.0,0.0,0.0,0.0
1123,1245,0.0,0.0,0.0,0.0
1124,1347,0.0,0.0,0.0,0.0
1125,9513,0.0,0.0,0.0,0.0
1126,7567,0.0,0.0,0.0,0.0
1127,4780,0.0,0.0,0.0,0.0
1128,975,0.0,0.0,0.0,0.0
1129,5746,0.0,0.0,0.0,0.0
1130,6644,0.0,0.0,0.0,0.0
1131,4941,0.0,0.0,0.0,0.0
1132,5670,0.0,0.0,0.0,0.0
1133,2850,0.0,0.0,0.0,0.0
1134,7808,0.0,0.0,0.0,0.0
1135,5976,0.0,0.0,0.0,0.0
1136,2426,0.0,0.0,0.0,0.0
1137,8474,0.0,0.0,0.0,0.0
1138,624,0.0,0.0,0.0,0.0
1139,6775,0.0,0.0,0.0,0.0
1140,1731,0.0,0.0,0.0,0.0
1141,9730,0.0,0.0,0.0,0.0
1142,5661,0.0,0.0,0.0,0.0
1143,8991,0.0,0.0,0.0,0.0
1144,392,0.0,0.0,0.0,0.0
1145,6737,0.0,0.0,0.0,0.0
1146,4065,0.0,0.0,0.0,0.0
1147,6923,0.0,0.0,0.0,0.0
1148,2503,0.0,0.0,0.0,0.0
1149,6521,0.0,0.0,0.0,0.0
1150,8110,0.0,0.0,0.0,0.0
1151,3235,0.0,0.0,0.0,0.0
1152,4874,0.0,0.0,0.0,0.0
1153,6815,0.0,0.0,0.0,0.0
1154,9302,0.0,0.0,0.0,0.0
1155,4545,0.0,0.0,0.0,0.0
1156,4501,0.0,0.0,0.0,0.0
1157,3151,0.0,0.0,0.0,0.0
1158,994,0.0,0.0,0.0,0.0
1159,5088,0.0,0.0,0.0,0.0
1160,3352,0.0,0.0,0.0,0.0
1161,3665,0.0,0.0,0.0,0.0
1162,1456,0.0,0.0,0.0,0.0
1163,5556,0.0,0.0,0.0,0.0
1164,9370,0.0,0.0,0.0,0.0
1165,1296,0.0,0.0,0.0,0.0
1166,2394,0.0,0.0,0.0,0.0
1167,4564,0.0,0.0,0.0,0.0
1168,1993,0.0,0.0,0.0,0.0
1169,4620,0.0,0.0,0.0,0.0
1170,4677,0.0,0.0,0.0,0.0
1171,2510,0.0,0.0,0.0,0.0
1172,7492,0.0,0.0,0.0,0.0
1173,8952,0.0,0.0,0.0,0.0
1174,2421,0.0,0.0,0.0,0.0
1175,7874,0.0,0.0,0.0,0.0
1176,9297,1.003125071525574,0.14185833930969238,0.14382320642471313,-0.7142857313156128
1177,8362,0.0,0.0,0.0,0.0
1178,575,0.0,0.0,0.0,0.0
1179,8246,0.0,0.0,0.0,0.0
1180,7593,0.0,0.0,0.0,0.0
1181,788,0.0,0.0,0.0,0.0
1182,5233,0.0,0.0,0.0,0.0
1183,7392,0.0,0.0,0.0,0.0
1184,6200,0.0,0.0,0.0,0.0
1185,6413,0.0,0.0,0.0,0.0
1186,238,0.0,0.0,0.0,0.0
1187,8382,0.0,0.0,0.0,0.0
1188,6902,0.0,0.0,0.0,0.0
1189,7927,0.0,0.0,0.0,0.0
1190,3896,0.0,0.0,0.0,0.0
1191,5479,0.0,0.0,0.0,0.0
1192,4695,0.0,0.0,0.0,0.0
1193,5596,0.0,0.0,0.0,0.0
1194,3173,0.0,0.0,0.0,0.0
1195,4641,0.0,0.0,0.0,0.0
1196,1572,0.6259141266345978,-0.14912575483322138,-0.15120138227939608,-1.0
1197,4908,0.0,0.0,0.0,0.0
1198,6540,0.0,0.0,0.0,0.0
1199,7301,0.0,0.0,0.0,0.0
1200,7744,0.0,0.0,0.0,0.0
1201,9788,0.0,0.0,0.0,0.0
1202,6414,0.0,0.0,0.0,0.0
1203,8694,0.0,0.0,0.0,0.0
1204,7267,0.0,0.0,0.0,0.0
1205,9284,0.0,0.0,0.0,0.0
1206,6693,0.0,0.0,0.0,0.0
1207,5060,0.0,0.0,0.0,0.0
1208,6541,0.0,0.0,0.0,0.0
1209,2809,0.0,0.0,0.0,0.0
1210,9352,0.0,0.0,0.0,0.0
1211,3182,0.0,0.0,0.0,0.0
1212,4803,0.0,0.0,0.0,0.0
1213,7948,0.0,0.0,0.0,0.0
1214,2488,0.0,0.0,0.0,0.0
1215,8089,0.0,0.0,0.0,0.0
1216,9536,0.0,0.0,0.0,0.0
1217,4444,0.0,0.0,0.0,0.0
1218,7627,0.0,0.0,0.0,0.0
1219,5192,0.0,0.0,0.0,0.0
1220,8754,0.0,0.0,0.0,0.0
1221,330,0.0,0.0,0.0,0.0
1222,9444,0.0,0.0,0.0,0.0
1223,8035,0.0,0.0,0.0,0.0
1224,8111,0.0,0.0,0.0,0.0
1225,9313,0.0,0.0,0.0,0.0
1226,7207,0.0,0.0,0.0,0.0
1227,9853,0.0,0.0,0.0,0.0
1228,5835,0.0,0.0,0.0,0.0
1229,8593,0.0,0.0,0.0,0.0
1230,9505,0.0,0.0,0.0,0.0
1231,3414,0.0,0.0,0.0,0.0
1232,8937,0.0,0.0,0.0,0.0
1233,1424,0.0,0.0,0.0,0.0
1234,1431,0.0,0.0,0.0,0.0
1235,1613,0.0,0.0,0.0,0.0
1236,9742,0.0,0.0,0.0,0.0
1237,8256,0.0,0.0,0.0,0.0
1238,8678,0.0,0.0,0.0,0.0
1239,737,0.0,0.0,0.0,0.0
1240,7817,0.0,0.0,0.0,0.0
1241,9478,0.0,0.0,0.0,0.0
1242,7169,0.0,0.0,0.0,0.0
1243,3490,0.0,0.0,0.0,0.0
1244,2414,0.0,0.0,0.0,0.0
1245,886,0.0,0.0,0.0,0.0
1246,5545,0.0,0.0,0.0,0.0
1247,3770,0.0,0.0,0.0,0.0
1248,6167,0.0,0.0,0.0,0.0
1249,8357,0.0,0.0,0.0,0.0
1250,4697,0.0,0.0,0.0,0.0
1251,8488,0.0,0.0,0.0,0.0
1252,4511,0.0,0.0,0.0,0.0
1253,4716,0.0,0.0,0.0,0.0
1254,7849,0.0,0.0,0.0,0.0
1255,2752,0.0,0.0,0.0,0.0
1256,5415,0.0,0.0,0.0,0.0
1257,2317,0.0,0.0,0.0,0.0
1258,5299,0.0,0.0,0.0,0.0
1259,4640,0.0,0.0,0.0,0.0
1260,9223,0.0,0.0,0.0,0.0
1261,1403,0.0,0.0,0.0,0.0
1262,2652,0.0,0.0,0.0,0.0
1263,9125,0.0,0.0,0.0,0.0
1264,4402,0.0,0.0,0.0,0.0
1265,3442,0.0,0.0,0.0,0.0
1266,1033,0.0,0.0,0.0,0.0
1267,5226,0.0,0.0,0.0,0.0
1268,3725,0.0,0.0,0.0,0.0
1269,7644,0.0,0.0,0.0,0.0
1270,2167,0.0,0.0,0.0,0.0
1271,341,0.0,0.0,0.0,0.0
1272,9529,0.0,0.0,0.0,0.0
1273,4043,0.0,0.0,0.0,0.0
1274,1609,0.0,0.0,0.0,0.0
1275,611,0.0,0.0,0.0,0.0
1276,4127,0.0,0.0,0.0,0.0
1277,5010,0.0,0.0,0.0,0.0
1278,4330,0.0,0.0,0.0,0.0
1279,1657,0.0,0.0,0.0,0.0
1280,6659,0.0,0.0,0.0,0.0
1281,4188,0.0,0.0,0.0,0.0
1282,5589,0.0,0.0,0.0,0.0
1283,5132,0.0,0.0,0.0,0.0
1284,1318,0.0,0.0,0.0,0.0
1285,2331,0.0,0.0,0.0,0.0
