sample_index,image_id,wf_minus_mean_margin_norm,wf_minus_mean_target_drop_raw,wf_minus_mean_target_drop_norm,wf_minus_mean_bbox_precision
51,5506,0.0,0.0,0.0,0.0
52,7453,0.0,0.0,0.0,0.0
53,1340,0.0,0.0,0.0,0.0
54,3075,0.0,0.0,0.0,0.0
55,9487,0.0,0.0,0.0,0.0
56,1157,0.0,0.0,0.0,0.0
57,314,0.0,0.0,0.0,0.0
58,6461,0.0,0.0,0.0,0.0
59,4101,0.0,0.0,0.0,0.0
60,1824,0.0,0.0,0.0,0.0
61,4426,0.0,0.0,0.0,0.0
62,1180,0.0,0.0,0.0,0.0
63,1095,0.0,0.0,0.0,0.0
64,9827,0.0,0.0,0.0,0.0
65,1055,0.0,0.0,0.0,0.0
66,3532,0.0,0.0,0.0,0.0
67,1826,0.0,0.0,0.0,0.0
68,5392,0.0,0.0,0.0,0.0
69,8579,0.0,0.0,0.0,0.0
70,2240,0.0,0.0,0.0,0.0
71,4937,0.0,0.0,0.0,0.0
72,10,0.0,0.0,0.0,0.0
73,6452,0.0,0.0,0.0,0.0
74,5119,0.0,0.0,0.0,0.0
75,7756,0.0,0.0,0.0,0.0
76,2813,0.0,0.0,0.0,0.0
77,687,0.0,0.0,0.0,0.0
78,8852,0.0,0.0,0.0,0.0
79,8566,0.0,0.0,0.0,0.0
80,4410,0.0,0.0,0.0,0.0
81,252,0.0,0.0,0.0,0.0
82,9690,0.0,0.0,0.0,0.0
83,9599,0.0,0.0,0.0,0.0
84,3755,0.0,0.0,0.0,0.0
85,2301,0.0,0.0,0.0,0.0
86,4378,0.0,0.0,0.0,0.0
87,2144,0.0,0.0,0.0,0.0
88,291,0.0,0.0,0.0,0.0
89,697,0.0,0.0,0.0,0.0
90,9486,0.0,0.0,0.0,0.0
91,8868,0.0,0.0,0.0,0.0
92,532,0.0,0.0,0.0,0.0
93,234,0.0,0.0,0.0,0.0
94,6432,0.0,0.0,0.0,0.0
95,6779,0.0,0.0,0.0,0.0
96,1975,0.0,0.0,0.0,0.0
97,4029,0.0,0.0,0.0,0.0
98,5936,0.0,0.0,0.0,0.0
99,6672,0.0,0.0,0.0,0.0
100,3304,0.0,0.0,0.0,0.0
101,5255,0.0,0.0,0.0,0.0
102,1133,0.0,0.0,0.0,0.0
103,7652,0.0,0.0,0.0,0.0
104,227,0.0,0.0,0.0,0.0
105,8238,0.0,0.0,0.0,0.0
106,7303,0.0,0.0,0.0,0.0
107,1363,0.0,0.0,0.0,0.0
108,5240,0.0,0.0,0.0,0.0
109,2597,0.0,0.0,0.0,0.0
110,2607,0.0,0.0,0.0,0.0
111,2626,0.0,0.0,0.0,0.0
112,630,0.0,0.0,0.0,0.0
113,7081,0.0,0.0,0.0,0.0
114,5727,0.0,0.0,0.0,0.0
115,6152,0.0,0.0,0.0,0.0
116,2031,0.0,0.0,0.0,0.0
117,6057,0.0,0.0,0.0,0.0
118,4144,0.0,0.0,0.0,0.0
119,7646,0.0,0.0,0.0,0.0
120,9118,0.0,0.0,0.0,0.0
121,8207,0.0,0.0,0.0,0.0
122,9023,0.0,0.0,0.0,0.0
123,9590,0.0,0.0,0.0,0.0
124,3517,0.0,0.0,0.0,0.0
125,8915,0.0,0.0,0.0,0.0
126,9014,0.0,0.0,0.0,0.0
127,3488,0.0,0.0,0.0,0.0
128,3049,0.0,0.0,0.0,0.0
129,4725,0.0,0.0,0.0,0.0
130,5959,0.0,0.0,0.0,0.0
131,1159,0.0,0.0,0.0,0.0
132,9662,0.0,0.0,0.0,0.0
133,7164,0.0,0.0,0.0,0.0
134,4210,0.0,0.0,0.0,0.0
135,8162,0.0,0.0,0.0,0.0
136,6453,0.0,0.0,0.0,0.0
137,7722,0.0,0.0,0.0,0.0
138,7181,0.0,0.0,0.0,0.0
139,8496,0.0,0.0,0.0,0.0
140,5809,0.0,0.0,0.0,0.0
141,9310,0.0,0.0,0.0,0.0
142,9930,0.0,0.0,0.0,0.0
143,8525,0.0,0.0,0.0,0.0
144,4476,0.0,0.0,0.0,0.0
145,5617,0.0,0.0,0.0,0.0
146,8648,0.0,0.0,0.0,0.0
147,3894,0.0,0.0,0.0,0.0
148,693,0.0,0.0,0.0,0.0
149,4084,0.0,0.0,0.0,0.0
150,3815,0.0,0.0,0.0,0.0
