setting,n_images,n_A,raw_mean_failure_pct,normalized_mean_failure_pct,sign_flip_pct,raw_pass_normalized_fail_pct,raw_fail_normalized_pass_pct,hardest_foil_agreement_pct,fixed_normalized_B_n,raw_unrestricted_oracle_pass_pct_of_fixed_normalized_B,normalized_unrestricted_oracle_pass_pct_of_fixed_normalized_B,cci_region_source,response_sha256
coco_openai_b16,27708,17726,64.31795103238181,64.36872390838316,0.10718718266952498,0.07898002933543948,0.028207153334085525,99.52047839332054,11410,6.38036809815951,6.2489044697633656,diagnostics_csv_fallback_npz_field_absent,588b5ea4946be1a59878e1fac43009935ee759a4d2d2a22d9ae8dd1362552088
coco_openai_b32,27708,17847,64.76158458004147,64.77839412786463,0.07284137390037541,0.04482546086176949,0.02801591303860593,99.46769765226648,11561,7.897240723120837,7.836692327653318,response_npz,6b785873553108c3dccdf4107ead1d4a5c1b6233264727c8ade30b448f35f2e8
voc2007_openai_b16,1943,1209,42.18362282878412,42.26633581472291,0.0827129859387924,0.0827129859387924,0.0,99.42100909842844,511,27.397260273972602,27.397260273972602,response_npz,747da7f5cd266e579289babc580dc083fc60d644c752ccc1dbe2190a1a1d9e23
voc2007_openai_b32,1943,1227,41.157294213528935,41.157294213528935,0.0,0.0,0.0,99.83700081499592,505,31.08910891089109,31.287128712871286,response_npz,ab1db3fa26f24df2c1cdcfc6371e951712676b01d0fbd632f6a00d0470d0465b
