dataset,model,n_images,switch_count,switched_mean_delta_bbox,switched_mean_delta_target_raw,gain_fraction,sign_repair_fraction,note
coco,openai_b16,27708,663,-0.04949580150159561,0.00218083533926971,0.9215686274509804,0.0633484162895927,Conditional means algebraically derived from unrounded archived full-sample means and exact switch counts; no conditional CI available except separately computed COCO B/16.
coco,openai_b32,27708,613,-0.03619089823268493,-0.004572695176620817,0.866231647634584,0.0783034257748776,Conditional means algebraically derived from unrounded archived full-sample means and exact switch counts; no conditional CI available except separately computed COCO B/16.
voc2007,openai_b16,1943,50,-0.13198956784182503,-0.032283114636859865,0.92,0.22,Conditional means algebraically derived from unrounded archived full-sample means and exact switch counts; no conditional CI available except separately computed COCO B/16.
voc2007,openai_b32,1943,38,0.011625216888374618,-0.03486422650166623,0.9210526315789472,0.1578947368421052,Conditional means algebraically derived from unrounded archived full-sample means and exact switch counts; no conditional CI available except separately computed COCO B/16.
