status,dataset,model,sample_index,image_id,path,target_id,target_name,distractor_id,distractor_name,cci_region,wf_region,mean_region,max_0_1_region,feasible_set_size,candidate_selection_target,candidate_selection_mean_foil,candidate_selection_max_foil,candidate_eval_margin_norm,candidate_eval_pmean_norm,candidate_eval_target_drop_raw,candidate_eval_target_drop_norm,candidate_bbox_precision,cci_margin_norm,cci_pmean_norm,cci_target_drop_raw,cci_target_drop_norm,cci_bbox_precision,wf_margin_norm,wf_pmean_norm,wf_target_drop_raw,wf_target_drop_norm,wf_bbox_precision,mean_margin_norm,mean_pmean_norm,mean_target_drop_raw,mean_target_drop_norm,mean_bbox_precision,max_0_1_margin_norm,max_0_1_pmean_norm,max_0_1_target_drop_raw,max_0_1_target_drop_norm,max_0_1_bbox_precision
local_rerun,coco,openai_b16,0,323925,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000323925.jpg,88,teddy bear,56,broccoli,6,6,6,6,1,"[-0.3364156186580658,0.32667621970176697,-0.1845502257347107,0.11934807896614075,-1.3233963251113892,-0.5290492177009583,4.870469093322754,0.5697131752967834]","[0.09714404493570328,0.2783811688423157,0.2786438763141632,0.1584753841161728,-0.5781223177909851,-1.6519187688827515,-1.3425132036209106,-1.5398094654083252]","[2.034693717956543,0.7149331569671631,2.448251724243164,0.3510451316833496,0.4934422969818115,1.6945806741714478,2.488466262817383,0.9571418762207031]","[-2.1410458087921143,-0.3952731192111969,-2.407557725906372,-0.2154303342103958,-2.311349868774414,-1.7934235334396362,2.7369189262390137,-1.0558714866638184]","[-0.5576907396316528,0.0028809010982513428,-0.3185844421386719,-0.04891957342624664,-1.0702695846557617,1.7485159635543823,6.453661918640137,2.469068765640259]","[-0.25419148802757263,0.3280496597290039,-0.1823095679283142,0.09156811237335205,-1.4684867858886719,-0.3578754663467407,5.853294372558594,0.8675983548164368]","[-0.25914090871810913,0.33443716168403625,-0.18585935235023499,0.09335105121135712,-1.4970799684524536,-0.3648437261581421,5.9672651290893555,0.884491503238678]","[0.043478261679410934,0.0,0.0,0.0,0.0,0.095238097012043,0.3235294222831726,0.0]",2.7369189262390137,6.453661918640137,5.853294372558594,5.9672651290893555,0.3235294222831726,2.7369189262390137,6.453661918640137,5.853294372558594,5.9672651290893555,0.3235294222831726,2.7369189262390137,6.453661918640137,5.853294372558594,5.9672651290893555,0.3235294222831726,2.7369189262390137,6.453661918640137,5.853294372558594,5.9672651290893555,0.3235294222831726
