dataset,model,protocol,method,epsilon,n_images,switch_count,switch_rate,delta_pmax_pm_raw,delta_pmax_pm_raw_ci_low,delta_pmax_pm_raw_ci_high,delta_pmax_pm_norm,delta_pmax_pm_norm_ci_low,delta_pmax_pm_norm_ci_high,delta_pmax_agg_raw,delta_pmax_agg_raw_ci_low,delta_pmax_agg_raw_ci_high,delta_pmax_agg_norm,delta_pmax_agg_norm_ci_low,delta_pmax_agg_norm_ci_high,delta_target_response_raw,delta_target_response_raw_ci_low,delta_target_response_raw_ci_high,delta_target_response_agg_norm,delta_target_response_agg_norm_ci_low,delta_target_response_agg_norm_ci_high,delta_bbox_precision,delta_bbox_precision_ci_low,delta_bbox_precision_ci_high,delta_bbox_recall,delta_bbox_recall_ci_low,delta_bbox_recall_ci_high,delta_bbox_iou,delta_bbox_iou_ci_low,delta_bbox_iou_ci_high,delta_target_minus_distractor_bbox,delta_target_minus_distractor_bbox_ci_low,delta_target_minus_distractor_bbox_ci_high,switch_rate_boot,switch_rate_ci_low,switch_rate_ci_high,p_delta_pmax_agg_norm_positive_switched,p_delta_pmax_agg_norm_positive_switched_ci_low,p_delta_pmax_agg_norm_positive_switched_ci_high
voc2007,openai_b16,full_foil,uniform_feasible,0.02,1943,47,0.024189397838394237,0.001023751984352659,-0.002931599974581775,0.005364233487235259,0.0010408511483914079,-0.0030353529123012964,0.005573125609227098,0.0010164677541160318,-0.0028317997081888837,0.005204074614587589,0.0010357853084438369,-0.003317504642195492,0.005669632874802221,-0.0008364546181448969,-0.0020960153264012204,0.0002964872251001408,-0.0008492716511172986,-0.002181171093965349,0.0003971289482892298,-0.0013302832809977847,-0.0038934407734890586,0.001272982479363262,-0.0005345090950971618,-0.0019986141063029483,0.0009657097584949995,-0.0004301914083594445,-0.0012465705561071124,0.0004603853396473607,-0.0020623114662502613,-0.005114259255480978,0.0010250278882294262,0.024189397838394237,0.017498713329902212,0.03088008234688626,0.46808510638297873,0.3191247582205029,0.6222327044025158
voc2007,openai_b16,full_foil,conditional_uniform_non_cci,0.02,1943,93,0.0478641276376737,0.00180907836354764,-0.004472958900001754,0.008601477631301997,0.0018534960410459256,-0.004519942154376267,0.008593814020617428,0.0015506579020888314,-0.004904237788158057,0.009100699960761724,0.0015922297931724296,-0.004766007493886395,0.008684706864560113,-0.0005749960449468862,-0.0024415197348148726,0.001156864041542088,-0.0005850836112293596,-0.0024226965416950384,0.0011776275488169085,-0.0028178145278510754,-0.0068205376428718345,0.0015231087088497337,-0.0002429784921065915,-0.002064176801830327,0.00161424198036232,-0.0002541306508898598,-0.0015424658093091657,0.0010759984971183462,-0.003497061475882902,-0.007974066893437838,0.0008312121617190891,0.0478641276376737,0.03860010293360782,0.05764282038085435,0.5053763440860215,0.39994318181818184,0.6111111111111112
voc2007,openai_b16,full_foil,target_runner_up,0.02,1943,93,0.0478641276376737,0.0028461844944569683,-0.003586585466649418,0.009730011908606956,0.0029159345711737535,-0.00369675835730423,0.010103996189861679,0.0025785534222554137,-0.0036218714869455182,0.009773404363385215,0.0026456591168601057,-0.0035465704699908667,0.010532145141081828,-0.0006073240085463327,-0.0023886470504539854,0.0011827797553764243,-0.000617998643842006,-0.0023700229996960628,0.0011090399739560812,-0.002752459856217454,-0.006793788675865491,0.0016393860354839745,-0.00036225727524881267,-0.0021133547917666046,0.0014201792277835773,-0.0003658721551910837,-0.0017366422121791135,0.0010056087959445137,-0.0032029654535316045,-0.007238207091508599,0.0011347200854885061,0.0478641276376737,0.03808543489449305,0.05764282038085435,0.5268817204301075,0.4141139657444005,0.6261705843481544
voc2007,openai_b16,cross_foil_pooled,rtp,0.02,1943,74,0.03808543489449305,0.0070782910777803165,0.0033642269969080475,0.011899210619084792,0.007217036336658985,0.0030768400794641427,0.011867976433170557,0.006909410323150652,0.002956480539541612,0.011333071333187074,0.007045791448280257,0.003028854500086614,0.011578346055233397,-0.0006619851639543862,-0.001894273982324179,0.0005297753364740823,-0.0006734968121017234,-0.0021092058505209304,0.0005321778621637742,-0.0025555133674144983,-0.005447151628049608,0.0004727281716597206,-0.0002605470912141726,-0.001331572005710247,0.0008098166319438672,-0.0005106880411378964,-0.0013564870357179867,0.00041570741192163897,-0.002155585501008489,-0.005154929128599643,0.0007088880241330632,0.03808543489449305,0.029336078229541946,0.04632012352032939,0.581081081081081,0.46153846153846156,0.6951489657301636
voc2007,openai_b16,cross_foil_pooled,mean_foil_feasible,0.02,1943,66,0.033968090581574885,0.0056158566710401495,0.002016898819873764,0.009594513213943627,0.00572330479889008,0.0022454289467157334,0.010317317812241331,0.005544879285024081,0.001999423382301791,0.009772662746900968,0.005652142670897545,0.0018125138080180546,0.010016857957116855,-0.0003719845068541582,-0.0015496017949262282,0.0009273866892184726,-0.0003798342301596665,-0.0017254165375547934,0.0009059399038093837,0.0010015041580936812,-0.0018104090562950778,0.003962921109660115,0.0012645872132140044,0.00010529747878079701,0.0025136486113223238,0.0009535820018281752,-2.6231427864229845e-05,0.00197981228718284,0.0004035457854995103,-0.0026125217647359907,0.0037686693645334023,0.033968090581574885,0.02676273803396809,0.04271744724652599,0.5606060606060606,0.43859649122807015,0.6716417910447762
voc2007,openai_b16,cross_foil_pooled,weak_max_scalarization,0.02,1943,67,0.034482758620689655,0.006724513465416203,0.0032639676871259317,0.011001723711974035,0.006856661429910855,0.0031807412915200793,0.011128403659555693,0.006591978834441786,0.0029559787196393266,0.01062442359347473,0.006722321983537189,0.0030114911921187656,0.01123915165025355,-0.0006035736088599758,-0.0017310034705486403,0.0005120526389884128,-0.0006140379583396426,-0.0018135458276910483,0.00041582700889344925,-0.0023760967454882005,-0.0051154814081790425,1.4157493200778009e-05,-0.00024405617430050403,-0.001154273105670167,0.0007821550435971171,-0.0004889543060091523,-0.0012712330612396068,0.0002917678292696925,-0.0017593214499383727,-0.004201320213517309,0.0006155180682252043,0.034482758620689655,0.02676273803396809,0.04323211528564076,0.6119402985074627,0.49178889847569746,0.7288471885929512
voc2007,openai_b16,cross_foil_pooled,uniform_feasible,0.02,1943,93,0.0478641276376737,0.0009115551668994854,-0.0015281843397513522,0.0035562683301256994,0.0009304488258980107,-0.0016644303333714894,0.003783235012917036,0.0008542034682830192,-0.0017025567065302003,0.00342408189173307,0.0008724889787062342,-0.0014576729264821277,0.0035698408409329625,-0.0004786800234435147,-0.0014734635332995442,0.000426864187327826,-0.00048685841917719947,-0.0014775236657998203,0.000461683998190851,-0.0014319873102695883,-0.003793769096622202,0.0008557929247794164,-0.00038345859242831234,-0.0013620948107501687,0.0007424941535974826,-0.0003203691178270456,-0.0010120309312876292,0.00043378115989354323,-0.0018081358744401132,-0.004281103973555436,0.0005974993833736978,0.0478641276376737,0.03808543489449305,0.05764282038085435,0.4946236559139785,0.38631993006993004,0.6000510204081632
voc2007,openai_b16,cross_foil_pooled,conditional_uniform_non_cci,0.02,1943,93,0.0478641276376737,0.0015827037475412,-0.003200954842396429,0.007023038341364454,0.0016181110943994344,-0.0031464895493102892,0.00705262126876699,0.0014756033219875842,-0.0034403919727777448,0.006772919091543712,0.001510102327202853,-0.003657439357684279,0.007154969160252993,-0.0005989865017747668,-0.0022996705714329736,0.0010793736247212303,-0.0006096106320918094,-0.0023816717539109126,0.001186928278758608,-0.0027650329717563435,-0.006938423196639101,0.001213146758485872,-0.00029179300869464276,-0.0023547832782967455,0.0015000279871012602,-0.00029724422274331875,-0.0017188686579374757,0.0011405455156464467,-0.003256385238841508,-0.007849850731487201,0.0010333293334962232,0.0478641276376737,0.03860010293360782,0.057128152341739576,0.5053763440860215,0.40228810828230743,0.6020435593592276
voc2007,openai_b16,cross_foil_pooled,target_runner_up,0.02,1943,93,0.0478641276376737,0.0019270523118019762,-0.00322845059713886,0.007396879462066634,0.001970456991201832,-0.003081513931921549,0.007428936947197732,0.0018083171122957088,-0.0029936155521051687,0.0070562515640682924,0.0018507338865677717,-0.0027685202003068276,0.007114399122886429,-0.0006073240085463318,-0.0024128026448184776,0.001188354504192219,-0.0006179986438420066,-0.0023655208249276248,0.0011323877381606545,-0.0027524598562174538,-0.0069796439911645625,0.0014023687258415813,-0.0003622572752488121,-0.002403656569508576,0.0014545807093496099,-0.0003658721551910834,-0.0017926541971256494,0.000968696255151679,-0.0032029654535316037,-0.007749182538513206,0.0009356447606576793,0.0478641276376737,0.03860010293360782,0.057141019042717435,0.5161290322580645,0.41245535714285714,0.6296296296296297
voc2007,openai_b32,full_foil,rtp,0.02,1943,38,0.0195573854863613,0.008530675973961692,0.004315010523160874,0.013914093117963381,0.008665753392996944,0.004463125342542237,0.014530785687609616,0.008541629224540152,0.004428508220076546,0.01415993680748983,0.008674207870040336,0.004101506141504671,0.01405020163014511,-0.0006818531173769321,-0.0019004140126200233,0.00036172688579550285,-0.000693392308139222,-0.0018133275715803286,0.00034139310404633714,0.0002273588480485032,-0.002701676897186418,0.003363411799785962,0.00031442957798514517,-0.0006093295702265211,0.0013777127499435592,0.00011441204644214775,-0.000722918761639279,0.000992171566961134,0.0004552518448555507,-0.0025808430218491976,0.003471943365149746,0.0195573854863613,0.013896037056098817,0.02624806999485332,0.9210526315789473,0.8204545454545454,1.0
voc2007,openai_b32,full_foil,mean_foil_feasible,0.02,1943,46,0.023674729799279464,0.0055926254523607595,0.0012557506263053662,0.010993042263020985,0.005682103500882551,0.0012273786544012091,0.01134434330514442,0.00540619517393253,0.0009703828101211751,0.011250375274054003,0.005490316219599713,0.0010311282090534597,0.011679986967335035,-0.0003833663743424685,-0.0012843662086043583,0.0005201709411935189,-0.00038943926543443186,-0.001342862283648413,0.0004874406142347204,0.0014641774420467166,-0.002261021452670963,0.005185629583146309,0.0012527851923326402,4.3899617290379546e-05,0.0024411730825122657,0.000912028378817365,-6.920958335907012e-05,0.002068242938330741,0.0018027777677803412,-0.0018222973343920332,0.005561269697592393,0.023674729799279464,0.017498713329902212,0.030365414307771486,0.6521739130434783,0.5,0.7872501611863314
voc2007,openai_b32,full_foil,weak_max_scalarization,0.02,1943,34,0.017498713329902212,0.008131149762366728,0.0038708659694548946,0.013513488021091275,0.00826071699050747,0.0041409897146768085,0.014096685123314634,0.008128237239997288,0.003894165497463977,0.013388347046136303,0.008255893145627927,0.004148750236978249,0.014079713913615129,-0.0006806791688149085,-0.0016917492970890244,0.00024999685146200214,-0.0006916294835248777,-0.0017713360976828543,0.00030849071296079736,0.0004081053617852382,-0.0027118308294324764,0.003291145007562917,0.0003629988821500131,-0.0005479097850499771,0.001451707834025893,0.00015585771704341653,-0.0006276189195585975,0.0010321874389304633,0.00012133031947751456,-0.00288574730867577,0.003269413400975418,0.017498713329902212,0.011837364899639732,0.024189397838394237,0.9117647058823529,0.8147569444444444,1.0
voc2007,openai_b32,full_foil,uniform_feasible,0.02,1943,47,0.024189397838394237,-0.004245421734373606,-0.00912622762497257,-8.912911115018214e-05,-0.004309921065767841,-0.008583147009761325,-9.06341507454832e-05,-0.004338163396461502,-0.008812998901662953,9.540503714481669e-06,-0.004407773937549959,-0.0090522706888031,-0.0001934806257009765,-0.0007974095810129652,-0.00196797994776969,0.00031402325902696424,-0.0008083221807686023,-0.0019453044547732541,0.00032596096030626395,0.001506792229900825,-0.002001637780073189,0.005261923378560023,0.0007292706700304752,-0.0007406521015355049,0.0022450406233882657,0.0004517829712288634,-0.0008053656013900381,0.0017268987487955658,-0.0002994789278886038,-0.003210392712451385,0.002893812526468213,0.024189397838394237,0.018013381369016986,0.03088008234688626,0.48936170212765956,0.32651952085181896,0.6363636363636364
voc2007,openai_b32,full_foil,conditional_uniform_non_cci,0.02,1943,92,0.04734945959855893,-0.004227910995619745,-0.011463607504706631,0.0024439393049629455,-0.004293016465403853,-0.011397295262731345,0.003226739365369167,-0.0045216234220643355,-0.011664112167998744,0.0029599779550855136,-0.004597601957649717,-0.01138178103234741,0.0025242131505760984,-0.0015281974059364197,-0.0031758958127748632,-8.524279624219204e-06,-0.0015493835530538949,-0.0031173078820167202,5.992396274746706e-05,-0.00330367293825863,-0.008630340002251994,0.0020912065646368273,-0.0007275465053946402,-0.0025081563709890933,0.0012515274406196136,-0.0010422282838916,-0.0027501097749055977,0.0006477384255084497,-0.003846996487243528,-0.009579418051497311,0.001905648927329318,0.04734945959855893,0.03757076685537828,0.057128152341739576,0.4673913043478261,0.36247364457831327,0.5699308755760368
voc2007,openai_b32,full_foil,target_runner_up,0.02,1943,92,0.04734945959855893,-0.004264761121802253,-0.011365717529240774,0.0032672737211647835,-0.004329329667430382,-0.011010827003662257,0.003643225339274941,-0.004568025361932526,-0.011299143792390085,0.00328890425626407,-0.0046433939105233624,-0.012148226822504226,0.0034016660505714336,-0.001577603962749391,-0.0030871859065937355,9.975424041301654e-05,-0.0015993354721136061,-0.0031155284204901915,6.245455761033988e-05,-0.0031872599294112416,-0.00838395603224476,0.002182721528771447,-0.0007344622634529081,-0.002696622919205404,0.0010880219128224752,-0.001051959155730043,-0.002873950591150843,0.0005365466688423644,-0.0038163614849152675,-0.009475877099397428,0.0014958237565031176,0.04734945959855893,0.03860010293360782,0.057128152341739576,0.4673913043478261,0.3673469387755102,0.5714285714285714
voc2007,openai_b32,cross_foil_pooled,rtp,0.02,1943,59,0.030365414307771486,0.004423928669065705,0.0015376491798971212,0.008082591221099191,0.004490417592647172,0.0016587479528059846,0.008160199992264161,0.004316426051344219,0.0015647148052099187,0.007482935218341162,0.004381105687715894,0.0014792697516613105,0.0078037078766975245,-0.0006436098370071403,-0.0015620313089937062,0.00019076553805908445,-0.0006539683347525998,-0.0016909154027959688,0.00023899780724726837,0.0008207926916110141,-0.0021987857956077207,0.004018246555511739,0.0005872901268660925,-0.00036758515556325084,0.0016507261327798131,0.0003415573449167385,-0.00048009413898969966,0.0012549940725260081,0.00041128054766757815,-0.002573977200103036,0.0034827182149782506,0.030365414307771486,0.022645393721049924,0.03860010293360782,0.6101694915254238,0.49089126559714796,0.7343829719387756
voc2007,openai_b32,cross_foil_pooled,mean_foil_feasible,0.02,1943,59,0.030365414307771486,0.0040237022691455805,0.0011708258624110995,0.0072346115152630095,0.004085261822246015,0.0012629351928135069,0.007189545255552975,0.003995241183024324,0.00130979037286856,0.007475943653703121,0.004056056397048833,0.0015438285435955598,0.007102518709545145,-0.0004723172267050271,-0.001341064899006686,0.0004645464600403273,-0.0004797733762515997,-0.00138633172125296,0.00035913991605560596,0.0016318663751756898,-0.0014697851292357219,0.005493898291263831,0.001379909679808123,0.00025998053485409823,0.0027915016808875343,0.0010250021833432172,7.947382639471837e-05,0.002062117468909941,0.0012450840461648495,-0.002019552324284054,0.004391814861883699,0.030365414307771486,0.023160061760164694,0.03808543489449305,0.6271186440677966,0.5,0.7547169811320755
voc2007,openai_b32,cross_foil_pooled,weak_max_scalarization,0.02,1943,55,0.028306742151312403,0.004183657221070667,0.001410544009384536,0.007753295736271271,0.004245784029459583,0.0015807028974521035,0.007992234669968706,0.004079945976958861,0.0012430176344340354,0.007440004369994013,0.004140188377949636,0.0012121433796103,0.007394497781623477,-0.0006639289953860538,-0.0015775707583243815,0.00014105781498227556,-0.000674395065352771,-0.0015852373723520014,0.0002563275539423037,0.000999252720173976,-0.00186918261657711,0.004158123957017418,0.0005645250383192264,-0.000313015027082493,0.0015821141820335193,0.000332050255664098,-0.00033957727538304696,0.0011821125917463205,0.0005135436131318788,-0.0023718015611511488,0.003538990160065816,0.028306742151312403,0.020586721564590838,0.03602676273803397,0.6181818181818182,0.4912200956937799,0.7400344827586206
voc2007,openai_b32,cross_foil_pooled,uniform_feasible,0.02,1943,92,0.04734945959855893,-0.0025624291063789024,-0.005708622527355735,0.0003930999987766639,-0.0026003626481182077,-0.005805252393696439,0.0004150004657279198,-0.0026415157946518314,-0.005807662423994218,0.0007221935498798246,-0.002681429218282435,-0.005815059920309461,0.00046346781861936664,-0.0009732950469730009,-0.0018110898034666353,-0.00014010078123227748,-0.00098690675769714,-0.0018656220997147921,-0.00012221240631948174,-0.0018429608933983614,-0.004578197787587263,0.0008957215155748347,-0.0005015637092020566,-0.0014844527791834203,0.0004664144749353104,-0.0006556706649829511,-0.0015499259466038734,0.00022261915741465132,-0.0022127206584231806,-0.0053371495316458,0.0005686007839732735,0.04734945959855893,0.03808543489449305,0.057128152341739576,0.4782608695652174,0.3717105263157895,0.5742626922266695
voc2007,openai_b32,cross_foil_pooled,conditional_uniform_non_cci,0.02,1943,92,0.04734945959855893,-0.004334735282959128,-0.010155615769105935,0.001398598699184283,-0.0043993115154741715,-0.010090489704818528,0.0015310678334433064,-0.004463349071712563,-0.010316323530018772,0.0014518140945096905,-0.004531269901267152,-0.01037950724401381,0.001431216800158647,-0.0015770863342695605,-0.0032243196879074864,8.834831155400205e-05,-0.0015988522871186008,-0.003292278923348994,-4.162535648973781e-07,-0.003376277893776608,-0.008703846458767973,0.002040947754567155,-0.0007532431304140043,-0.002712541574392235,0.0011719383786903549,-0.0010691603438639692,-0.002752789997160167,0.0006299926417508032,-0.003971068246672982,-0.009417219835548453,0.0013076016238007984,0.04734945959855893,0.03808543489449305,0.056613484302624806,0.4891304347826087,0.39080459770114945,0.5914088215931534
voc2007,openai_b32,cross_foil_pooled,target_runner_up,0.02,1943,92,0.04734945959855893,-0.004323857113918219,-0.0100974186366218,0.0014567319036529764,-0.004387879905220404,-0.010308404392361827,0.001035671307070773,-0.0044549106445943695,-0.010535610720522299,0.0012588161278740703,-0.004522322190514463,-0.010803889351297117,0.002075857022793477,-0.001577603962749391,-0.0030861439363327283,-8.604422953352831e-05,-0.0015993354721136066,-0.003307326343517477,-1.4898193816151469e-06,-0.0031872599294112424,-0.008595479833256467,0.002148275039422748,-0.0007344622634529085,-0.0023875465391886286,0.0011427005798724374,-0.0010519591557300427,-0.002753189757249039,0.0005779197394023747,-0.003816361484915268,-0.009254099106132046,0.0016969711108928798,0.04734945959855893,0.03757076685537828,0.05764282038085435,0.4891304347826087,0.3883466590519703,0.6000568181818181
