table,keys,field,existing,recomputed,abs_diff,match,difference_class
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,p75,0.0787305633421056,0.0787305633421056,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,p90,0.2272968336939812,0.2272968336939812,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_seed,5519,5519,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,n_images,50,50,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,estimate,-0.0328423427813686,-0.03284234278136864,4.163336342344337e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,ci_low,-0.0870705494327121,-0.08707054943271214,4.163336342344337e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,ci_high,0.0213933768074493,0.02139337680744934,3.8163916471489756e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,p10,-0.3224261734634638,-0.3224261734634638,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,p25,-0.153525716625154,-0.153525716625154,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,p50,-0.0165133476257324,-0.01651334762573245,4.85722573273506e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,p75,0.0798686808848287,0.07986868088482879,9.71445146547012e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,p90,0.2313297003507615,0.2313297003507615,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_seed,5633,5633,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,n_images,50,50,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,estimate,-0.1319895669817924,-0.13198956698179246,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,ci_low,-0.2462129108402878,-0.2462129108402878,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,ci_high,-0.0180253683421761,-0.018025368342176107,6.938893903907228e-18,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,p10,-0.7549999997019767,-0.7549999997019767,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,p25,-0.3803846007212996,-0.38038460072129965,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,p50,-0.0974537134170532,-0.0974537134170532,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,p75,0.0824675112962722,0.08246751129627228,8.326672684688674e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,p90,0.2454201683402063,0.24542016834020633,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_seed,5409,5409,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b16;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,n_images,38,38,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,estimate,0.4435262870239584,0.4435262870239584,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,ci_low,0.2625406873608498,0.26254068736084984,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,ci_high,0.6822878063754423,0.6822878063754423,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,p10,0.0319372504949569,0.03193725049495699,9.020562075079397e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,p25,0.1624773778021336,0.1624773778021336,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,p50,0.2616354748606682,0.2616354748606682,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,p75,0.4793646410107612,0.47936464101076126,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,p90,0.8977141492068769,0.8977141492068769,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,bootstrap_seed,5090,5090,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=margin_norm;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,n_images,38,38,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,estimate,-0.0348623085668996,-0.034862308566899675,7.632783294297951e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,ci_low,-0.0913410473663948,-0.09134104736639481,1.3877787807814457e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,ci_high,0.0205744892322017,0.020574489232201704,3.469446951953614e-18,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,p10,-0.2961025789380073,-0.29610257893800734,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,p25,-0.1223950386047363,-0.12239503860473633,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,p50,-0.0392690002918243,-0.03926900029182434,4.163336342344337e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,p75,0.0529322018846869,0.052932201884686975,7.632783294297951e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,p90,0.1999358985573056,0.19993589855730562,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_seed,5517,5517,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_raw;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,n_images,38,38,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,estimate,-0.0354522930360154,-0.03545229303601541,6.938893903907228e-18,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,ci_low,-0.091615998656734,-0.09161599865673405,4.163336342344337e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,ci_high,0.0196778657331474,0.019677865733147407,6.938893903907228e-18,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,p10,-0.3005197077989578,-0.3005197077989578,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,p25,-0.1240270957350731,-0.12402709573507313,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,p50,-0.0399197041988373,-0.03991970419883732,2.0816681711721685e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,p75,0.0538813453167677,0.05388134531676771,1.3877787807814457e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,p90,0.2030347518622877,0.20303475186228775,5.551115123125783e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_seed,5631,5631,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=target_drop_norm;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,n_images,38,38,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,estimate,0.0116252159993899,0.011625215999389949,4.85722573273506e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,ci_low,-0.1499785329607364,-0.14997853296073643,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,ci_high,0.1726379042932468,0.17263790429324682,2.7755575615628914e-17,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,p10,-0.6625,-0.6625,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,p25,-0.3125000074505806,-0.3125000074505806,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,p50,0.0,0.0,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,p75,0.2305555585771799,0.2305555585771799,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,p90,0.7299999907612805,0.7299999907612805,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_count,10000,10000,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_seed,5407,5407,0.0,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_interval,percentile_2.5_97.5,percentile_2.5_97.5,,True,statistical_value
switch_subset_changes_ci,dataset_model=voc2007_openai_b32;metric=bbox_precision;subset=cci_to_wf_switched,bootstrap_unit,switched image,switched image,,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,n_images,27708,27708,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,switch_count,663,663,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,switch_rate,0.0239281074058033,0.023928107405803378,7.632783294297951e-17,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,switch_reference_frozen,663,663,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,delta_margin_improvement_count,611,611,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,delta_margin_improvement_fraction_among_switched,0.9215686274509804,0.9215686274509803,1.1102230246251565e-16,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,sign_repair_count,42,42,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,sign_repair_fraction_among_switched,0.0633484162895927,0.06334841628959276,5.551115123125783e-17,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,margin_improvement_definition,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b16,sign_repair_definition,CCI margin < 0 and WF margin >= 0,CCI margin < 0 and WF margin >= 0; counted separately from all positive margin improvements,,False,definition_correction
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,n_images,27708,27708,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,switch_count,614,614,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,switch_rate,0.0221596650786776,0.02215966507867764,3.8163916471489756e-17,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,switch_reference_frozen,613,613,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,delta_margin_improvement_count,532,532,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,delta_margin_improvement_fraction_among_switched,0.8664495114006515,0.8664495114006515,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,sign_repair_count,48,48,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,sign_repair_fraction_among_switched,0.0781758957654723,0.0781758957654723,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,margin_improvement_definition,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=coco_openai_b32,sign_repair_definition,CCI margin < 0 and WF margin >= 0,CCI margin < 0 and WF margin >= 0; counted separately from all positive margin improvements,,False,definition_correction
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,n_images,1943,1943,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,switch_count,50,50,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,switch_rate,0.0257334019557385,0.02573340195573855,4.85722573273506e-17,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,switch_reference_frozen,50,50,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,delta_margin_improvement_count,46,46,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,delta_margin_improvement_fraction_among_switched,0.92,0.92,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,sign_repair_count,11,11,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,sign_repair_fraction_among_switched,0.22,0.22,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,margin_improvement_definition,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b16,sign_repair_definition,CCI margin < 0 and WF margin >= 0,CCI margin < 0 and WF margin >= 0; counted separately from all positive margin improvements,,False,definition_correction
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,n_images,1943,1943,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,switch_count,38,38,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,switch_rate,0.0195573854863613,0.0195573854863613,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,switch_reference_frozen,38,38,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,delta_margin_improvement_count,35,35,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,delta_margin_improvement_fraction_among_switched,0.9210526315789472,0.9210526315789473,1.1102230246251565e-16,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,sign_repair_count,6,6,0.0,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,sign_repair_fraction_among_switched,0.1578947368421052,0.15789473684210525,5.551115123125783e-17,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,margin_improvement_definition,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,WF normalized aggregate worst-foil margin > CCI normalized aggregate worst-foil margin,,True,statistical_value
switch_margin_improvement_vs_sign_repair,dataset_model=voc2007_openai_b32,sign_repair_definition,CCI margin < 0 and WF margin >= 0,CCI margin < 0 and WF margin >= 0; counted separately from all positive margin improvements,,False,definition_correction
