status,dataset_model,n_Aplus,Aplus_full_failure_count,Aplus_absent_failure_count,Aplus_Pr_F_full,Aplus_Pr_F_full_CI_lo,Aplus_Pr_F_full_CI_hi,Aplus_Pr_F_absent,Aplus_Pr_F_absent_CI_lo,Aplus_Pr_F_absent_CI_hi,Aplus_exact_matched_random_rate,Aplus_exact_matched_random_CI_lo,Aplus_exact_matched_random_CI_hi
local_rerun_traceable,coco_openai_b16,16855,10558,10346,0.6264016612281222,0.6192212993177099,0.6337600118659151,0.6138237911598932,0.6065262533372886,0.6210041530703055,0.6235154905965935,0.6163524393767165,0.6308872594276232
local_rerun_traceable,coco_openai_b32,17331,11055,10852,0.637874329236628,0.6306041197853557,0.6450291385378801,0.6261612140095782,0.6188910045583059,0.6334314234608505,0.6350415208640788,0.6279224715879677,0.6421291178487142
local_rerun_traceable,voc2007_openai_b16,1186,491,475,0.4139966273187184,0.38617200674536256,0.4418212478920742,0.40050590219224286,0.37268128161888703,0.42833052276559863,0.4059338655138989,0.3790397705486147,0.43369042626073834
local_rerun_traceable,voc2007_openai_b32,1215,494,477,0.4065843621399177,0.3794238683127572,0.4345679012345679,0.3925925925925926,0.3654320987654321,0.41977366255144,0.3982412963741558,0.37129336417983555,0.4249941587710096
